"exp_index","subject","scenario","person","responsibility_openness","responsibility_conscientiousness","responsibility_extraversion","responsibility_agreeableness","responsibility_neuroticism","openness","conscientiousness","extraversion","agreeableness","neuroticism","total_failed_attention_checks"
"exp2",30,3,3,100,1,40,40,80,100,0,40,40,80,0
"exp2",30,3,4,0,21,79,40,100,0,20,80,40,100,0
"exp2",30,3,5,0,20,100,100,59,0,20,100,100,60,0
"exp2",30,4,1,100,100,59,20,63,100,100,60,20,60,0
"exp2",30,4,2,59,41,0,60,43,60,40,0,60,40,0
"exp2",30,4,3,40,59,20,79,80,40,60,20,80,80,0
"exp2",30,4,4,40,0,21,0,40,40,0,20,0,40,0
"exp2",30,4,5,0,20,0,40,100,0,20,0,40,100,0
"exp2",30,5,1,59,78,39,100,61,60,80,40,100,60,0
"exp2",30,5,2,41,100,0,0,39,40,100,0,0,40,0
"exp2",30,5,3,59,79,80,0,41,60,80,80,0,40,0
"exp2",30,5,4,0,79,60,60,0,0,80,60,60,0,0
"exp2",30,5,5,100,79,61,20,23,100,80,60,20,20,0
"exp2",30,6,1,21,100,40,40,17,20,100,40,40,20,0
"exp2",30,6,2,59,0,0,20,42,60,0,0,20,40,0
"exp2",30,6,3,60,59,21,0,0,60,60,20,0,0,0
"exp2",30,6,4,100,80,79,60,61,100,80,80,60,60,0
"exp2",30,6,5,79,59,21,60,39,80,60,20,60,40,0
"exp2",30,7,1,100,40,79,22,41,100,40,80,20,40,0
"exp2",30,7,2,0,40,99,79,22,0,40,100,80,20,0
"exp2",30,7,3,40,41,60,100,100,40,40,60,100,100,0
"exp2",30,7,4,60,80,79,60,0,60,80,80,60,0,0
"exp2",30,7,5,60,60,60,79,60,60,60,60,80,60,0
"exp2",30,8,1,20,79,100,100,61,20,80,100,100,60,0
"exp2",30,8,2,40,60,20,20,23,40,60,20,20,20,0
"exp2",30,8,3,41,79,100,21,81,40,80,100,20,80,0
"exp2",30,8,4,78,100,0,60,100,80,100,0,60,100,0
"exp2",30,8,5,100,21,21,60,21,100,20,20,60,20,0
"exp2",30,9,1,59,21,40,79,80,60,20,40,80,80,0
"exp2",30,9,2,0,100,0,59,100,0,100,0,60,100,0
"exp2",30,9,3,58,20,80,100,63,60,20,80,100,60,0
"exp2",30,9,4,60,100,40,100,0,60,100,40,100,0,0
"exp2",30,9,5,20,0,80,79,80,20,0,80,80,80,0
"exp2",30,10,1,100,100,59,100,75,100,100,60,100,80,0
"exp2",30,10,2,59,100,80,100,21,60,100,80,100,20,0
"exp2",30,10,3,39,22,100,100,40,40,20,100,100,40,0
"exp2",30,10,4,21,100,61,100,100,20,100,60,100,100,0
"exp2",30,10,5,59,21,39,59,0,60,20,40,60,0,0
"exp2",30,11,1,0,1,20,0,61,0,0,20,0,60,0
"exp2",30,11,2,78,0,100,1,23,80,0,100,0,20,0
"exp2",30,11,3,41,99,60,59,40,40,100,80,60,40,0
"exp2",30,11,4,99,60,0,21,63,100,60,0,20,60,0
"exp2",30,11,5,21,21,39,99,60,20,20,40,100,60,0
"exp2",30,12,1,100,21,21,79,79,100,20,20,80,80,0
"exp2",30,12,2,20,59,0,0,40,20,60,0,0,40,0
"exp2",30,12,3,40,80,0,0,80,40,80,0,0,80,0
"exp2",30,12,4,0,100,99,99,63,0,100,100,100,60,0
"exp2",30,12,5,60,60,0,100,20,60,60,0,100,20,0
"exp2",30,13,1,79,20,0,37,24,80,20,0,40,20,0
"exp2",30,13,2,100,100,21,59,38,100,100,20,60,40,0
"exp2",30,13,3,21,21,79,40,100,20,20,80,40,100,0
"exp2",30,13,4,80,79,41,80,100,80,80,40,80,100,0
"exp2",30,13,5,100,20,21,59,100,100,20,20,60,100,0
"exp2",30,14,1,40,99,79,100,77,40,100,80,100,80,0
"exp2",30,14,2,40,59,21,41,21,40,60,20,40,20,0
"exp2",30,14,3,79,40,20,78,61,80,40,20,80,60,0
"exp2",30,14,4,20,21,59,41,0,20,20,60,40,0,0
"exp2",30,14,5,21,60,100,0,58,20,60,100,0,60,0
"exp2",30,15,1,78,79,0,0,0,80,80,0,0,0,0
"exp2",30,15,2,60,80,0,0,22,60,80,0,0,20,0
"exp2",30,15,3,18,79,79,60,100,20,80,80,60,100,0
"exp2",30,15,4,39,59,100,59,79,40,60,100,60,80,0
"exp2",30,15,5,21,40,59,21,42,20,40,60,20,40,0
"exp2",30,16,1,60,58,0,61,59,60,60,0,60,60,0
"exp2",30,16,2,39,60,78,79,74,40,60,80,80,80,0
"exp2",30,16,3,59,60,0,40,83,60,60,0,40,80,0
"exp2",30,16,4,79,41,100,60,18,80,40,100,60,20,0
"exp2",30,16,5,60,20,62,21,0,60,20,60,20,0,0
"exp2",30,17,1,40,79,40,78,79,40,80,40,80,80,0
"exp2",30,17,2,80,59,0,22,59,80,60,0,20,60,0
"exp2",30,17,3,0,100,100,80,61,0,100,100,80,60,0
"exp2",30,17,4,39,59,0,100,100,40,60,0,100,100,0
"exp2",30,17,5,78,0,39,0,100,80,0,40,0,100,0
"exp2",30,18,1,59,21,40,61,39,60,20,40,60,40,0
"exp2",30,18,2,0,60,0,21,21,0,60,0,20,20,0
"exp2",30,18,3,100,39,78,40,82,100,40,80,40,80,0
"exp2",30,18,4,21,21,100,0,22,20,20,100,0,20,0
"exp2",30,18,5,79,20,0,100,80,80,20,0,100,80,0
"exp2",30,19,1,20,21,0,0,63,20,20,0,0,60,0
"exp2",30,19,2,0,100,19,0,38,0,100,20,0,40,0
"exp2",30,19,3,79,59,78,100,79,80,60,80,100,80,0
"exp2",30,19,4,40,79,59,40,39,40,80,60,40,40,0
"exp2",30,19,5,60,78,60,100,80,60,80,60,100,80,0
"exp2",30,20,1,21,0,0,100,100,20,0,0,100,100,0
"exp2",30,20,2,79,20,100,39,100,80,20,100,40,100,0
"exp2",30,20,3,58,42,79,77,99,60,0,40,80,100,0
"exp2",30,20,4,60,40,59,60,43,60,40,60,60,40,0
"exp2",30,20,5,78,100,20,0,63,80,100,20,0,60,0
"exp2",31,1,1,0,71,74,34,0,0,60,80,0,0,0
"exp2",31,1,2,40,88,29,78,41,40,80,20,60,100,0
"exp2",31,1,3,21,69,30,25,52,20,60,20,0,40,0
"exp2",31,1,4,62,36,68,79,49,80,20,60,60,60,0
"exp2",31,1,5,50,70,15,89,69,60,60,0,100,100,0
"exp2",31,2,1,64,88,100,79,23,60,80,100,80,40,0
"exp2",31,2,2,59,50,89,17,27,60,40,80,0,40,0
"exp2",31,2,3,45,79,74,89,40,40,100,60,80,100,0
"exp2",31,2,4,0,100,0,88,39,0,100,0,100,20,0
"exp2",31,2,5,15,24,8,64,39,20,0,20,40,0,0
"exp2",31,3,1,19,94,74,84,18,0,80,60,60,0,0
"exp2",31,3,2,16,0,88,38,31,20,0,100,20,40,0
"exp2",31,3,3,31,100,70,15,60,40,100,60,0,80,0
"exp2",31,3,4,60,100,78,75,66,60,100,100,80,60,0
"exp2",31,3,5,25,19,36,26,60,20,0,20,0,20,0
"exp2",31,4,1,40,100,35,100,79,40,100,20,100,80,0
"exp2",31,4,2,64,77,11,58,35,60,60,0,40,20,0
"exp2",31,4,3,73,94,66,34,64,80,80,80,0,60,0
"exp2",31,4,4,74,29,27,46,74,80,0,0,0,100,0
"exp2",31,4,5,10,19,74,89,59,0,0,100,80,40,0
"exp2",31,5,1,0,50,40,99,34,20,20,100,100,60,0
"exp2",31,5,2,22,43,50,89,49,40,20,100,100,80,0
"exp2",31,5,3,0,100,15,35,60,0,80,40,20,40,0
"exp2",31,5,4,26,21,10,100,43,60,0,40,80,20,0
"exp2",31,5,5,0,85,25,80,16,0,60,60,100,0,0
"exp2",31,6,1,87,34,0,15,24,100,0,20,0,40,0
"exp2",31,6,2,90,78,20,10,40,80,60,0,20,80,0
"exp2",31,6,3,60,42,22,68,35,40,20,60,60,20,0
"exp2",31,6,4,74,96,4,69,50,60,80,20,60,80,0
"exp2",31,6,5,100,61,23,11,60,80,40,40,0,100,0
"exp2",31,7,1,100,75,60,21,11,100,60,100,20,80,0
"exp2",31,7,2,100,39,59,59,37,100,20,60,60,20,0
"exp2",31,7,3,92,44,0,16,0,80,20,0,0,0,0
"exp2",31,7,4,100,36,0,64,50,100,20,20,80,100,0
"exp2",31,7,5,18,100,0,40,26,0,100,20,20,20,0
"exp2",31,8,1,0,83,0,13,78,0,60,60,20,60,0
"exp2",31,8,2,0,69,0,68,80,0,40,40,100,100,0
"exp2",31,8,3,0,89,0,64,89,0,80,0,80,100,0
"exp2",31,8,4,30,100,17,0,34,60,100,40,20,20,0
"exp2",31,8,5,59,80,22,53,79,100,60,40,100,60,0
"exp2",31,9,1,70,80,85,25,0,60,100,60,0,20,0
"exp2",31,9,2,68,70,58,44,24,80,100,40,60,40,0
"exp2",31,9,3,29,69,26,63,56,20,100,0,40,40,0
"exp2",31,9,4,21,59,94,68,19,20,60,80,80,40,0
"exp2",31,9,5,20,37,60,70,40,20,20,40,80,20,0
"exp2",31,10,1,17,70,100,88,26,0,100,100,80,80,0
"exp2",31,10,2,23,100,0,88,61,40,100,0,80,100,0
"exp2",31,10,3,0,100,34,94,41,0,100,20,100,20,0
"exp2",31,10,4,0,54,22,83,64,0,40,0,60,100,0
"exp2",31,10,5,19,39,32,77,58,40,20,20,60,100,0
"exp2",31,11,1,74,24,58,30,13,100,40,40,40,40,0
"exp2",31,11,2,79,16,25,100,34,80,0,0,100,20,0
"exp2",31,11,3,79,74,20,89,45,100,80,20,80,40,0
"exp2",31,11,4,69,43,30,88,59,100,60,20,80,80,0
"exp2",31,11,5,16,70,89,20,59,0,60,80,20,80,0
"exp2",31,12,1,88,30,89,51,11,80,40,80,40,20,0
"exp2",31,12,2,74,67,55,0,28,60,60,40,0,80,0
"exp2",31,12,3,15,56,50,76,61,0,80,40,80,100,0
"exp2",31,12,4,88,69,69,53,39,80,80,60,40,60,0
"exp2",31,12,5,69,20,100,76,0,80,20,100,100,0,0
"exp2",31,13,1,89,35,31,79,71,80,40,60,60,60,0
"exp2",31,13,2,74,89,65,100,73,60,80,80,100,100,0
"exp2",31,13,3,35,15,48,31,59,20,0,40,20,40,0
"exp2",31,13,4,47,89,67,89,21,40,80,80,80,20,0
"exp2",31,13,5,10,49,13,79,40,0,40,0,60,20,0
"exp2",31,14,1,11,0,88,59,37,0,0,100,40,100,0
"exp2",31,14,2,100,13,60,52,9,100,0,80,40,0,0
"exp2",31,14,3,68,49,65,84,40,100,40,100,100,20,0
"exp2",31,14,4,93,65,0,72,72,80,80,0,80,60,0
"exp2",31,14,5,36,72,21,50,69,20,60,20,40,60,0
"exp2",31,15,1,93,39,29,41,59,80,100,60,80,100,0
"exp2",31,15,2,100,0,23,35,26,100,0,60,60,60,0
"exp2",31,15,3,75,20,41,27,39,60,20,60,40,40,0
"exp2",31,15,4,29,0,11,28,59,0,0,20,40,40,0
"exp2",31,15,5,15,61,51,36,55,0,80,80,80,20,0
"exp2",31,16,1,19,40,69,57,84,0,40,80,80,100,0
"exp2",31,16,2,100,29,15,0,58,100,20,20,0,40,0
"exp2",31,16,3,78,36,0,40,30,60,20,0,40,0,0
"exp2",31,16,4,79,7,41,0,57,60,0,60,0,40,0
"exp2",31,16,5,10,12,73,11,24,0,0,100,20,0,0
"exp2",31,17,1,31,0,0,68,86,80,0,0,40,60,0
"exp2",31,17,2,0,78,14,80,74,0,60,20,60,80,0
"exp2",31,17,3,0,49,36,31,89,100,40,60,20,80,0
"exp2",31,17,4,8,26,40,26,65,40,0,80,0,40,0
"exp2",31,17,5,0,39,0,100,47,40,20,0,80,20,0
"exp2",31,18,1,59,0,11,0,89,0,80,80,20,60,0
"exp2",31,18,2,74,0,20,34,79,40,20,0,60,40,0
"exp2",31,18,3,74,17,43,36,100,80,100,40,40,100,0
"exp2",31,18,4,29,0,11,0,69,0,0,0,0,60,0
"exp2",31,18,5,17,39,0,44,95,0,100,20,100,80,0
"exp2",31,19,1,64,75,100,79,27,100,80,100,60,0,0
"exp2",31,19,2,58,39,26,83,93,100,20,0,60,80,0
"exp2",31,19,3,0,84,74,36,79,0,100,100,20,60,0
"exp2",31,19,4,0,15,93,0,20,0,20,80,0,0,0
"exp2",31,19,5,30,0,88,41,80,60,0,100,80,60,0
"exp2",31,20,1,0,80,0,50,58,0,60,20,100,20,0
"exp2",31,20,2,26,59,0,0,29,60,40,0,20,0,0
"exp2",31,20,3,26,100,0,60,37,100,100,20,40,0,0
"exp2",31,20,4,36,14,28,62,93,80,0,80,40,100,0
"exp2",31,20,5,0,73,0,28,78,20,60,0,60,60,0
"exp2",32,1,1,78,79,100,79,100,80,80,100,80,100,0
"exp2",32,1,2,39,41,60,0,0,40,40,60,0,0,0
"exp2",32,1,3,20,40,79,59,40,20,40,80,60,40,0
"exp2",32,1,4,40,79,79,63,60,40,80,80,80,60,0
"exp2",32,1,5,100,63,100,100,21,100,40,100,100,20,0
"exp2",32,2,1,2,40,40,0,40,0,40,40,0,40,0
"exp2",32,2,2,40,0,100,19,77,40,0,100,20,80,0
"exp2",32,2,3,2,19,58,79,98,0,20,60,80,100,0
"exp2",32,2,4,20,78,78,78,63,20,80,80,80,60,0
"exp2",32,2,5,97,40,39,99,21,100,40,40,100,20,0
"exp2",32,3,1,20,59,39,100,78,20,60,40,100,80,0
"exp2",32,3,2,20,21,59,0,100,20,20,60,0,100,0
"exp2",32,3,3,40,0,40,0,0,40,0,40,0,0,0
"exp2",32,3,4,100,39,100,100,40,100,40,100,100,40,0
"exp2",32,3,5,20,40,78,100,100,20,40,80,100,100,0
"exp2",32,4,1,79,100,79,21,0,80,100,80,20,0,0
"exp2",32,4,2,100,79,100,60,80,100,80,100,60,80,0
"exp2",32,4,3,100,20,39,0,1,100,20,40,0,0,0
"exp2",32,4,4,0,40,20,19,80,0,40,20,20,80,0
"exp2",32,4,5,80,19,0,20,40,80,20,0,20,40,0
"exp2",32,5,1,40,0,100,59,79,40,0,100,60,80,0
"exp2",32,5,2,100,78,0,59,60,100,80,0,60,60,0
"exp2",32,5,3,78,79,60,20,21,80,80,60,20,20,0
"exp2",32,5,4,60,100,59,20,39,60,100,60,20,40,0
"exp2",32,5,5,0,39,100,40,100,0,40,100,40,100,0
"exp2",32,6,1,0,0,40,59,100,0,0,40,60,100,0
"exp2",32,6,2,40,79,59,40,39,40,80,60,40,40,0
"exp2",32,6,3,100,59,0,40,40,100,60,0,40,40,0
"exp2",32,6,4,100,20,20,79,79,100,20,20,80,80,0
"exp2",32,6,5,79,60,20,0,81,80,60,20,0,80,0
"exp2",32,7,1,100,100,63,100,79,100,100,20,100,80,0
"exp2",32,7,2,21,80,79,0,59,20,80,80,0,60,0
"exp2",32,7,3,78,78,0,0,59,80,80,0,0,60,0
"exp2",32,7,4,40,60,59,59,63,40,60,60,60,60,0
"exp2",32,7,5,40,40,79,79,100,40,40,80,80,100,0
"exp2",32,8,1,60,80,41,20,21,60,80,40,20,20,0
"exp2",32,8,2,21,80,20,20,0,20,80,20,20,0,0
"exp2",32,8,3,40,59,0,20,0,40,60,0,20,0,0
"exp2",32,8,4,59,59,60,1,20,60,60,60,0,20,0
"exp2",32,8,5,20,78,19,100,100,20,80,20,100,100,0
"exp2",32,9,1,39,40,20,40,0,40,40,20,40,0,0
"exp2",32,9,2,100,100,59,40,0,100,100,60,40,0,0
"exp2",32,9,3,60,59,99,20,59,60,60,100,20,60,0
"exp2",32,9,4,40,50,59,79,79,40,60,80,40,80,0
"exp2",32,9,5,21,20,0,39,80,20,20,0,40,80,0
"exp2",32,10,1,100,100,100,0,39,100,100,100,0,40,0
"exp2",32,10,2,40,100,20,40,21,40,100,20,40,20,0
"exp2",32,10,3,0,100,59,0,59,0,100,60,0,60,0
"exp2",32,10,4,0,0,80,20,20,0,0,80,20,20,0
"exp2",32,10,5,0,59,40,21,20,0,60,40,20,20,0
"exp2",32,11,1,100,100,41,0,0,100,100,40,0,0,0
"exp2",32,11,2,59,59,0,40,0,60,60,0,40,0,0
"exp2",32,11,3,20,20,100,58,100,20,20,100,60,100,0
"exp2",32,11,4,21,40,100,0,100,20,40,100,0,100,0
"exp2",32,11,5,100,78,79,0,0,100,80,80,0,0,0
"exp2",32,12,1,99,39,39,0,59,100,40,40,0,60,0
"exp2",32,12,2,21,39,21,0,80,20,40,20,0,80,0
"exp2",32,12,3,60,0,40,0,21,60,0,40,0,20,0
"exp2",32,12,4,100,78,0,40,39,100,80,0,40,40,0
"exp2",32,12,5,19,0,100,58,20,20,0,100,60,20,0
"exp2",32,13,1,60,59,79,40,100,60,60,80,40,100,0
"exp2",32,13,2,100,21,40,40,60,100,20,40,40,60,0
"exp2",32,13,3,60,79,60,100,59,60,80,60,100,60,0
"exp2",32,13,4,20,79,22,40,100,20,80,20,40,100,0
"exp2",32,13,5,60,40,59,78,100,60,40,60,80,100,0
"exp2",32,14,1,40,0,40,21,60,40,0,40,20,60,0
"exp2",32,14,2,79,40,78,59,59,80,40,80,60,60,0
"exp2",32,14,3,20,20,59,79,40,20,20,60,80,40,0
"exp2",32,14,4,100,59,0,100,79,100,60,0,100,80,0
"exp2",32,14,5,100,100,40,59,20,100,100,40,60,20,0
"exp2",32,15,1,40,80,80,19,79,40,80,80,20,80,0
"exp2",32,15,2,31,37,63,39,21,20,40,40,40,20,0
"exp2",32,15,3,99,63,63,63,40,100,60,40,60,40,0
"exp2",32,15,4,39,59,39,41,4,40,60,40,40,0,0
"exp2",32,15,5,20,2,0,20,39,20,0,0,20,40,0
"exp2",32,16,1,40,0,40,79,39,40,0,40,80,40,0
"exp2",32,16,2,60,40,78,21,20,60,40,80,20,20,0
"exp2",32,16,3,78,59,100,21,59,80,60,100,20,60,0
"exp2",32,16,4,60,0,0,60,60,60,0,0,60,60,0
"exp2",32,16,5,78,21,20,40,81,80,20,20,40,80,0
"exp2",32,17,1,59,100,0,79,0,60,100,0,80,0,0
"exp2",32,17,2,40,40,0,20,100,40,40,0,20,100,0
"exp2",32,17,3,0,80,60,100,0,60,80,60,100,0,0
"exp2",32,17,4,20,100,0,0,79,20,100,0,0,80,0
"exp2",32,17,5,0,59,59,59,100,0,60,60,60,100,0
"exp2",32,18,1,0,20,100,59,60,0,20,100,60,60,0
"exp2",32,18,2,0,59,0,21,40,0,60,0,20,40,0
"exp2",32,18,3,79,41,100,79,41,80,40,100,80,40,0
"exp2",32,18,4,0,20,20,0,40,0,20,20,0,40,0
"exp2",32,18,5,21,40,100,39,40,20,40,100,40,40,0
"exp2",32,19,1,21,78,21,21,79,20,80,20,20,80,0
"exp2",32,19,2,60,100,60,79,41,60,100,60,80,40,0
"exp2",32,19,3,30,78,60,100,40,20,80,60,100,40,0
"exp2",32,19,4,100,0,0,0,60,100,0,0,0,60,0
"exp2",32,19,5,21,39,100,59,20,20,40,100,60,20,0
"exp2",32,20,1,61,59,40,40,60,60,60,40,40,60,0
"exp2",32,20,2,40,80,0,20,79,40,80,0,20,80,0
"exp2",32,20,3,0,63,41,60,100,0,60,40,60,100,0
"exp2",32,20,4,20,59,79,0,39,20,60,80,0,40,0
"exp2",32,20,5,0,20,100,79,19,0,20,100,80,20,0
"exp2",33,1,1,31,40,0,59,11,100,40,0,40,60,0
"exp2",33,1,2,20,59,0,69,0,80,80,0,60,20,0
"exp2",33,1,3,11,59,11,89,21,40,80,20,100,100,0
"exp2",33,1,4,20,89,0,11,11,60,100,0,20,60,0
"exp2",33,1,5,40,0,21,89,11,80,0,40,100,80,0
"exp2",33,2,1,100,63,10,20,10,100,60,20,40,40,0
"exp2",33,2,2,0,10,66,100,0,0,20,80,100,0,0
"exp2",33,2,3,56,30,59,16,11,60,60,80,20,40,0
"exp2",33,2,4,100,10,19,0,6,100,20,40,0,40,0
"exp2",33,2,5,4,60,49,85,39,0,60,60,100,100,0
"exp2",33,3,1,50,10,40,79,20,80,20,40,80,40,0
"exp2",33,3,2,0,39,78,21,59,0,60,80,40,80,0
"exp2",33,3,3,40,0,100,60,40,80,0,100,60,60,0
"exp2",33,3,4,31,21,0,69,59,60,60,0,60,80,0
"exp2",33,3,5,40,20,40,88,49,100,40,40,100,80,0
"exp2",33,4,1,11,40,89,88,11,20,60,100,100,80,0
"exp2",33,4,2,11,89,59,10,11,20,100,60,0,20,0
"exp2",33,4,3,11,93,70,6,11,80,40,80,0,0,0
"exp2",33,4,4,11,40,5,94,20,20,40,0,100,40,0
"exp2",33,4,5,83,89,40,40,30,100,100,40,40,80,0
"exp2",33,5,1,0,40,20,31,59,0,20,80,80,100,0
"exp2",33,5,2,11,40,10,30,21,40,20,40,60,40,0
"exp2",33,5,3,11,100,20,31,10,20,100,80,80,40,0
"exp2",33,5,4,6,40,0,88,0,20,20,0,100,0,0
"exp2",33,5,5,10,100,0,15,10,20,100,0,20,20,0
"exp2",33,6,1,78,30,20,10,40,100,20,80,20,60,0
"exp2",33,6,2,0,11,20,11,69,0,0,60,20,100,0
"exp2",33,6,3,11,70,20,11,79,20,60,100,60,100,0
"exp2",33,6,4,0,89,11,10,11,0,80,20,60,20,0
"exp2",33,6,5,0,59,11,10,41,0,40,20,40,60,0
"exp2",33,7,1,30,79,41,69,50,40,60,60,80,80,0
"exp2",33,7,2,59,79,40,69,49,80,60,60,100,80,0
"exp2",33,7,3,49,29,40,20,88,60,20,40,20,100,0
"exp2",33,7,4,41,20,24,60,83,40,20,20,60,80,0
"exp2",33,7,5,16,24,35,89,0,20,20,40,100,0,0
"exp2",33,8,1,74,24,11,0,50,80,20,80,0,60,0
"exp2",33,8,2,11,89,10,6,20,20,80,80,20,40,0
"exp2",33,8,3,40,78,10,10,50,100,60,80,80,80,0
"exp2",33,8,4,59,0,10,11,49,100,0,80,40,80,0
"exp2",33,8,5,69,0,11,21,11,100,0,20,60,20,0
"exp2",33,9,1,40,11,78,11,5,60,60,40,0,20,0
"exp2",33,9,2,69,10,69,40,10,100,20,40,80,40,0
"exp2",33,9,3,59,10,88,0,10,100,20,80,0,60,0
"exp2",33,9,4,21,11,79,40,10,20,40,40,60,60,0
"exp2",33,9,5,60,20,79,40,11,80,60,60,100,80,0
"exp2",33,10,1,0,73,35,30,0,0,80,40,60,0,0
"exp2",33,10,2,60,63,89,40,30,80,80,80,80,80,0
"exp2",33,10,3,0,83,21,11,69,0,100,20,20,100,0
"exp2",33,10,4,55,21,39,59,83,60,20,40,80,100,0
"exp2",33,10,5,30,25,19,0,20,40,40,20,0,40,0
"exp2",33,11,1,30,6,20,50,40,80,20,20,60,80,0
"exp2",33,11,2,30,11,88,0,21,60,60,100,0,60,0
"exp2",33,11,3,40,21,11,20,30,100,80,20,40,100,0
"exp2",33,11,4,0,0,69,75,20,0,0,60,100,40,0
"exp2",33,11,5,10,30,76,79,30,20,60,80,100,60,0
"exp2",33,12,1,83,10,6,16,21,80,20,0,20,40,0
"exp2",33,12,2,5,30,34,60,26,0,40,40,80,60,0
"exp2",33,12,3,63,16,4,21,0,60,20,0,40,0,0
"exp2",33,12,4,75,59,30,25,11,80,80,40,40,40,0
"exp2",33,12,5,49,20,11,69,0,40,20,0,100,0,0
"exp2",33,13,1,100,11,10,0,0,100,80,40,0,0,0
"exp2",33,13,2,20,10,68,0,0,20,20,60,0,0,0
"exp2",33,13,3,79,30,20,40,0,80,80,20,60,0,0
"exp2",33,13,4,0,0,24,40,16,0,0,20,40,60,0
"exp2",33,13,5,21,14,0,31,20,20,80,0,60,80,0
"exp2",33,14,1,78,61,69,0,10,60,80,100,0,60,0
"exp2",33,14,2,0,6,59,30,19,0,20,80,40,60,0
"exp2",33,14,3,69,71,10,58,5,60,100,20,100,80,0
"exp2",33,14,4,30,69,51,72,0,40,100,60,60,0,0
"exp2",33,14,5,0,60,71,69,7,0,80,80,80,20,0
"exp2",33,15,1,88,20,15,11,0,80,80,60,80,0,0
"exp2",33,15,2,49,14,11,5,20,40,40,20,20,60,0
"exp2",33,15,3,69,21,10,6,10,60,80,100,100,80,0
"exp2",33,15,4,25,20,16,0,11,20,60,100,0,60,0
"exp2",33,15,5,44,11,20,11,16,40,20,60,100,80,0
"exp2",33,16,1,20,0,79,20,15,20,0,80,60,100,0
"exp2",33,16,2,59,11,79,15,11,60,40,80,100,100,0
"exp2",33,16,3,59,0,21,11,11,60,0,20,60,100,0
"exp2",33,16,4,39,0,11,10,11,40,0,20,60,100,0
"exp2",33,16,5,20,6,0,0,0,20,40,0,0,0,0
"exp2",33,17,1,5,16,20,30,70,0,100,80,40,20,0
"exp2",33,17,2,10,20,15,11,82,60,80,20,40,60,0
"exp2",33,17,3,16,5,7,11,74,60,0,0,40,40,0
"exp2",33,17,4,20,11,16,11,84,100,80,40,20,80,0
"exp2",33,17,5,0,0,10,0,6,0,0,40,0,0,0
"exp2",33,18,1,79,30,20,0,60,100,100,40,0,100,0
"exp2",33,18,2,79,49,50,20,59,100,100,100,100,100,0
"exp2",33,18,3,6,10,60,11,70,0,20,80,40,80,0
"exp2",33,18,4,0,49,29,10,11,0,80,40,40,20,0
"exp2",33,18,5,41,0,10,10,59,60,0,20,100,80,0
"exp2",33,19,1,11,30,20,25,5,20,100,40,20,0,0
"exp2",33,19,2,20,16,11,5,0,60,100,100,0,0,0
"exp2",33,19,3,11,10,20,26,79,20,20,100,60,80,0
"exp2",33,19,4,20,26,30,40,78,100,100,80,100,80,0
"exp2",33,19,5,21,30,24,10,5,100,80,40,0,0,0
"exp2",33,20,1,0,0,6,20,49,0,0,20,60,40,0
"exp2",33,20,2,11,20,20,16,17,40,60,40,40,20,0
"exp2",33,20,3,31,71,39,60,0,60,100,100,100,0,0
"exp2",33,20,4,0,0,20,0,69,0,60,60,0,60,0
"exp2",33,20,5,40,58,57,0,88,100,100,100,0,80,0
"exp2",34,1,1,6,21,94,100,0,40,40,80,80,100,0
"exp2",34,1,2,4,8,40,22,5,60,20,60,0,80,0
"exp2",34,1,3,4,4,70,83,2,0,0,100,40,100,0
"exp2",34,1,4,6,2,31,99,1,0,60,40,80,80,0
"exp2",34,1,5,4,11,41,100,0,40,80,80,100,0,0
"exp2",34,2,1,36,51,70,69,0,80,40,20,80,80,0
"exp2",34,2,2,42,50,88,74,8,20,100,40,0,60,0
"exp2",34,2,3,40,68,49,75,1,80,60,20,20,60,0
"exp2",34,2,4,36,41,83,44,0,20,20,40,0,0,0
"exp2",34,2,5,68,39,69,77,0,100,20,40,40,0,0
"exp2",34,3,1,15,5,29,96,33,100,0,0,100,40,0
"exp2",34,3,2,17,4,69,93,88,40,20,40,40,60,0
"exp2",34,3,3,6,1,36,11,98,20,0,60,0,60,0
"exp2",34,3,4,3,3,9,94,3,0,0,20,60,0,0
"exp2",34,3,5,16,2,70,94,63,60,0,100,100,80,0
"exp2",34,4,1,9,4,70,89,0,100,80,100,20,100,0
"exp2",34,4,2,8,5,60,92,1,20,0,80,60,40,0
"exp2",34,4,3,16,8,50,87,0,20,20,20,20,0,0
"exp2",34,4,4,6,6,50,49,11,20,80,40,0,60,0
"exp2",34,4,5,22,20,69,21,1,20,100,40,0,100,0
"exp2",34,5,1,4,94,6,89,4,20,20,40,40,80,0
"exp2",34,5,2,4,29,10,92,10,80,0,100,40,40,0
"exp2",34,5,3,6,89,12,45,4,20,40,100,20,80,0
"exp2",34,5,4,17,75,0,94,1,20,20,0,60,60,0
"exp2",34,5,5,14,100,3,97,6,80,100,100,100,60,0
"exp2",34,6,1,100,40,0,0,59,100,40,0,0,60,0
"exp2",34,6,2,40,0,0,60,100,40,0,0,60,100,0
"exp2",34,6,3,21,100,6,12,21,40,100,20,80,40,0
"exp2",34,6,4,80,89,74,49,30,80,40,0,60,60,0
"exp2",34,6,5,39,88,38,20,29,0,60,100,80,40,0
"exp2",34,7,1,28,7,20,28,4,100,0,40,40,0,0
"exp2",34,7,2,45,99,1,17,7,80,100,0,80,60,0
"exp2",34,7,3,49,70,48,14,2,80,20,80,100,0,0
