"exp_index","subject","scenario","person","responsibility_openness","responsibility_conscientiousness","responsibility_extraversion","responsibility_agreeableness","responsibility_neuroticism","openness","conscientiousness","extraversion","agreeableness","neuroticism","total_failed_attention_checks"
"exp2",34,7,4,69,95,40,22,8,80,80,100,80,20,0
"exp2",34,7,5,43,43,32,18,21,60,20,100,60,100,0
"exp2",34,8,1,10,87,11,15,24,0,0,80,0,80,0
"exp2",34,8,2,5,50,6,60,19,0,0,20,20,20,0
"exp2",34,8,3,5,34,20,45,36,0,0,80,40,80,0
"exp2",34,8,4,9,96,5,11,3,20,80,20,20,0,0
"exp2",34,8,5,16,60,16,26,49,40,20,80,100,100,0
"exp2",34,9,1,79,51,75,75,0,40,60,40,80,0,0
"exp2",34,9,2,50,20,4,58,20,20,60,0,60,100,0
"exp2",34,9,3,49,25,40,0,6,80,80,20,0,20,0
"exp2",34,9,4,1,21,63,18,13,0,100,20,0,80,0
"exp2",34,9,5,94,19,5,20,0,80,60,0,20,60,0
"exp2",34,10,1,92,9,96,7,0,20,0,80,20,100,0
"exp2",34,10,2,12,20,96,10,3,80,40,20,100,80,0
"exp2",34,10,3,20,25,100,10,0,100,20,100,40,0,0
"exp2",34,10,4,69,16,92,6,0,100,40,60,40,60,0
"exp2",34,10,5,37,12,79,16,0,20,60,40,100,60,0
"exp2",34,11,1,80,6,94,51,0,100,0,60,100,20,0
"exp2",34,11,2,85,3,99,16,1,60,80,100,100,100,0
"exp2",34,11,3,69,1,50,70,7,40,0,20,40,40,0
"exp2",34,11,4,34,3,84,35,4,40,20,40,60,60,0
"exp2",34,11,5,81,3,95,15,7,80,100,80,40,100,0
"exp2",34,12,1,98,28,6,72,0,40,40,0,60,20,0
"exp2",34,12,2,90,40,59,58,0,40,80,20,40,0,0
"exp2",34,12,3,100,18,14,22,24,100,100,0,40,100,0
"exp2",34,12,4,91,0,100,5,10,60,0,100,0,40,0
"exp2",34,12,5,100,4,94,11,0,80,0,60,20,0,0
"exp2",34,13,1,99,2,7,36,11,80,60,40,20,40,0
"exp2",34,13,2,63,3,9,4,30,20,20,60,0,100,0
"exp2",34,13,3,100,4,11,11,17,100,100,20,20,100,0
"exp2",34,13,4,100,8,3,55,1,100,100,0,100,0,0
"exp2",34,13,5,96,0,1,7,20,100,80,0,0,80,0
"exp2",34,14,1,81,41,25,7,0,40,40,80,60,80,0
"exp2",34,14,2,94,50,45,5,6,60,100,100,100,20,0
"exp2",34,14,3,97,59,45,5,26,80,40,80,40,100,0
"exp2",34,14,4,21,46,61,12,13,0,100,100,40,100,0
"exp2",34,14,5,19,65,76,18,0,0,80,100,80,0,0
"exp2",34,15,1,95,31,15,22,13,60,20,100,100,60,0
"exp2",34,15,2,100,20,49,68,16,100,20,40,80,100,0
"exp2",34,15,3,5,0,82,83,0,0,0,40,60,0,0
"exp2",34,15,4,73,29,84,17,22,20,100,60,100,40,0
"exp2",34,15,5,7,21,81,29,34,0,80,60,40,60,0
"exp2",34,16,1,100,2,8,1,7,80,20,20,60,0,0
"exp2",34,16,2,6,8,10,12,28,0,40,40,80,80,0
"exp2",34,16,3,63,7,36,3,0,20,40,80,100,0,0
"exp2",34,16,4,97,2,7,3,4,60,0,20,80,20,0
"exp2",34,16,5,65,7,23,2,21,20,40,40,80,100,0
"exp2",34,17,1,0,12,10,4,100,20,100,100,100,100,0
"exp2",34,17,2,1,56,7,3,69,60,100,60,100,20,0
"exp2",34,17,3,2,21,5,1,94,60,40,60,40,0,0
"exp2",34,17,4,5,34,15,6,96,80,40,80,20,100,0
"exp2",34,17,5,1,10,34,2,95,60,20,40,80,80,0
"exp2",34,18,1,93,36,0,2,82,60,100,20,20,0,0
"exp2",34,18,2,93,51,5,5,17,40,100,40,100,0,0
"exp2",34,18,3,82,28,3,5,20,100,40,20,100,0,0
"exp2",34,18,4,41,41,14,5,71,20,20,100,40,80,0
"exp2",34,18,5,56,35,2,1,63,100,100,0,20,40,0
"exp2",34,19,1,8,6,59,94,15,100,40,100,40,20,0
"exp2",34,19,2,5,5,35,93,30,0,80,40,40,80,0
"exp2",34,19,3,9,8,25,70,41,20,80,40,20,40,0
"exp2",34,19,4,9,32,10,95,21,40,80,0,60,60,0
"exp2",34,19,5,5,7,35,96,11,40,80,80,80,40,0
"exp2",34,20,1,0,93,0,0,99,100,100,40,100,100,0
"exp2",34,20,2,1,10,1,1,94,80,0,80,0,60,0
"exp2",34,20,3,0,98,0,2,78,80,100,100,20,80,0
"exp2",34,20,4,3,88,1,4,79,80,60,20,100,60,0
"exp2",34,20,5,1,60,2,1,10,40,40,60,60,0,0
"exp2",35,1,1,100,20,0,0,60,100,20,0,0,60,0
"exp2",35,1,2,100,40,40,0,60,100,40,40,0,60,0
"exp2",35,1,3,20,41,100,21,21,20,40,100,20,20,0
"exp2",35,1,4,40,59,40,0,100,40,60,40,0,100,0
"exp2",35,1,5,40,60,21,40,79,40,60,20,40,80,0
"exp2",35,2,1,79,79,21,20,20,80,80,20,20,20,0
"exp2",35,2,2,0,0,0,0,0,0,0,0,0,0,0
"exp2",35,2,3,0,100,40,60,0,0,100,40,60,0,0
"exp2",35,2,4,60,21,100,20,79,60,20,100,20,80,0
"exp2",35,2,5,59,79,100,40,0,60,80,100,40,0,0
"exp2",35,3,1,21,40,20,79,79,20,40,20,80,80,0
"exp2",35,3,2,79,0,40,40,100,80,0,40,40,100,0
"exp2",35,3,3,40,40,20,21,0,40,40,20,20,0,0
"exp2",35,3,4,79,0,79,0,21,80,0,80,0,20,0
"exp2",35,3,5,0,40,20,59,20,0,40,20,60,20,0
"exp2",35,4,1,40,79,21,60,20,40,80,20,60,20,0
"exp2",35,4,2,100,20,100,40,60,100,20,100,40,60,0
"exp2",35,4,3,100,100,60,21,40,100,100,60,20,40,0
"exp2",35,4,4,20,100,21,100,60,20,100,20,100,60,0
"exp2",35,4,5,79,20,100,59,100,80,20,100,60,100,0
"exp2",35,5,1,0,0,59,0,100,0,0,60,0,100,0
"exp2",35,5,2,100,0,0,40,21,100,0,0,40,20,0
"exp2",35,5,3,0,79,100,79,60,0,80,100,80,60,0
"exp2",35,5,4,79,20,40,40,79,80,20,40,40,80,0
"exp2",35,5,5,100,20,40,0,59,100,20,40,0,60,0
"exp2",35,6,1,20,21,59,21,60,20,20,60,20,60,0
"exp2",35,6,2,40,59,40,0,0,40,60,40,0,0,0
"exp2",35,6,3,100,21,21,79,60,100,20,20,80,60,0
"exp2",35,6,4,79,40,100,100,40,80,40,100,100,40,0
"exp2",35,6,5,100,100,21,79,40,100,100,20,80,40,0
"exp2",35,7,1,0,60,21,79,20,0,60,20,80,20,0
"exp2",35,7,2,40,79,20,0,100,40,80,20,0,100,0
"exp2",35,7,3,79,40,0,40,60,80,40,0,40,60,0
"exp2",35,7,4,100,0,59,79,20,100,0,60,80,20,0
"exp2",35,7,5,79,79,60,60,79,80,80,60,60,80,0
"exp2",35,8,1,100,40,0,0,40,100,40,0,0,40,0
"exp2",35,8,2,60,0,40,79,79,60,0,40,80,80,0
"exp2",35,8,3,79,60,100,20,60,80,60,100,20,60,0
"exp2",35,8,4,21,20,59,0,0,20,20,60,0,0,0
"exp2",35,8,5,21,20,60,60,20,20,20,60,60,20,0
"exp2",35,9,1,59,79,59,79,59,60,80,60,80,60,0
"exp2",35,9,2,79,79,100,79,20,80,80,100,80,20,0
"exp2",35,9,3,100,100,79,0,0,100,100,80,0,0,0
"exp2",35,9,4,40,79,100,100,0,40,80,100,100,0,0
"exp2",35,9,5,0,60,79,79,21,0,60,80,80,20,0
"exp2",35,10,1,40,21,60,79,20,40,20,60,80,20,0
"exp2",35,10,2,0,20,59,20,79,0,20,60,20,80,0
"exp2",35,10,3,60,79,59,40,21,60,80,60,40,20,0
"exp2",35,10,4,40,100,0,100,100,40,100,0,100,100,0
"exp2",35,10,5,79,40,79,0,79,80,40,80,0,80,0
"exp2",35,11,1,20,0,100,100,40,20,0,100,100,40,0
"exp2",35,11,2,0,78,0,60,100,0,80,0,60,100,0
"exp2",35,11,3,0,0,40,20,100,0,0,40,20,100,0
"exp2",35,11,4,0,100,100,79,100,0,100,100,80,100,0
"exp2",35,11,5,21,20,40,0,60,20,20,40,0,60,0
"exp2",35,12,1,100,79,40,21,60,100,80,40,20,60,0
"exp2",35,12,2,40,59,59,0,100,40,60,60,0,100,0
"exp2",35,12,3,0,60,79,21,59,0,60,80,20,60,0
"exp2",35,12,4,21,21,100,40,79,20,20,100,40,80,0
"exp2",35,12,5,21,40,79,20,40,20,40,80,20,40,0
"exp2",35,13,1,100,0,100,40,40,100,0,100,40,40,0
"exp2",35,13,2,0,79,59,59,79,0,80,60,60,80,0
"exp2",35,13,3,40,0,40,0,40,40,0,40,0,40,0
"exp2",35,13,4,59,79,40,100,59,60,80,40,100,60,0
"exp2",35,13,5,40,59,100,40,0,40,60,100,40,0,0
"exp2",35,14,1,79,79,40,60,0,80,80,40,60,0,0
"exp2",35,14,2,79,80,40,60,21,80,80,40,60,20,0
"exp2",35,14,3,60,40,60,0,0,60,40,60,0,0,0
"exp2",35,14,4,100,0,100,41,100,100,0,100,40,100,0
"exp2",35,14,5,59,20,60,79,59,60,20,60,80,60,0
"exp2",35,15,1,59,40,100,100,0,60,40,100,100,0,0
"exp2",35,15,2,100,0,20,0,79,100,0,20,0,80,0
"exp2",35,15,3,21,60,60,100,60,20,60,60,100,60,0
"exp2",35,15,4,100,60,79,21,60,100,60,80,20,60,0
"exp2",35,15,5,40,79,41,100,40,40,80,40,100,40,0
"exp2",35,16,1,20,0,100,0,60,20,0,100,0,60,0
"exp2",35,16,2,20,100,21,100,100,20,100,20,100,100,0
"exp2",35,16,3,79,0,79,20,0,80,0,80,20,0,0
"exp2",35,16,4,21,40,100,79,100,20,40,100,80,100,0
"exp2",35,16,5,60,60,21,59,0,60,60,20,60,0,0
"exp2",35,17,1,41,60,100,40,100,40,60,100,40,100,0
"exp2",35,17,2,40,60,0,60,21,40,60,0,60,20,0
"exp2",35,17,3,20,79,40,60,80,20,80,40,60,80,0
"exp2",35,17,4,0,79,0,59,100,0,80,0,60,100,0
"exp2",35,17,5,0,79,40,79,0,0,80,40,80,0,0
"exp2",35,18,1,79,40,21,100,79,80,40,20,100,80,0
"exp2",35,18,2,0,40,100,0,40,0,40,100,0,40,0
"exp2",35,18,3,21,100,0,79,0,20,100,0,80,0,0
"exp2",35,18,4,59,79,79,100,20,60,80,80,100,20,0
"exp2",35,18,5,79,0,20,100,100,80,0,20,100,100,0
"exp2",35,19,1,20,100,21,21,60,20,100,20,20,60,0
"exp2",35,19,2,60,100,100,0,100,60,100,100,0,100,0
"exp2",35,19,3,20,100,40,0,21,20,100,40,0,20,0
"exp2",35,19,4,59,60,60,20,79,60,60,60,20,80,0
"exp2",35,19,5,79,0,0,0,21,80,0,0,0,20,0
"exp2",35,20,1,79,100,60,40,40,80,100,60,40,40,0
"exp2",35,20,2,79,40,79,59,79,80,40,80,60,80,0
"exp2",35,20,3,79,0,59,59,59,80,0,60,60,60,0
"exp2",35,20,4,100,80,59,21,100,100,80,60,20,100,0
"exp2",35,20,5,40,79,40,100,100,40,80,40,100,100,0
"exp2",36,1,1,54,85,20,19,40,60,40,20,0,60,0
"exp2",36,1,2,4,3,2,59,83,0,0,0,80,80,0
"exp2",36,1,3,50,29,83,66,50,40,40,100,60,60,0
"exp2",36,1,4,2,8,31,69,89,0,20,40,60,100,0
"exp2",36,1,5,37,51,1,42,6,40,40,0,40,20,0
"exp2",36,2,1,15,11,47,63,24,0,20,40,80,20,0
"exp2",36,2,2,17,53,19,67,5,20,40,40,40,0,0
"exp2",36,2,3,6,6,6,6,98,0,0,0,0,100,0
"exp2",36,2,4,13,12,16,88,49,20,0,20,100,40,0
"exp2",36,2,5,5,49,68,8,28,0,40,60,0,20,0
"exp2",36,3,1,51,6,94,63,30,60,0,100,60,40,0
"exp2",36,3,2,45,7,37,13,28,40,0,40,0,20,0
"exp2",36,3,3,68,97,30,70,34,80,100,40,100,60,0
"exp2",36,3,4,49,3,88,74,41,80,0,100,80,80,0
"exp2",36,3,5,72,98,92,3,21,80,100,100,0,40,0
"exp2",36,4,1,44,32,90,69,1,40,100,80,0,40,0
"exp2",36,4,2,34,84,31,88,1,40,80,20,80,0,0
"exp2",36,4,3,13,18,20,82,0,0,20,0,60,20,0
"exp2",36,4,4,78,16,10,85,14,60,20,0,80,40,0
"exp2",36,4,5,13,71,86,89,8,0,80,80,100,20,0
"exp2",36,5,1,6,46,13,79,3,20,20,20,80,0,0
"exp2",36,5,2,5,70,50,83,25,0,40,100,80,40,0
"exp2",36,5,3,13,72,63,12,10,20,40,60,0,0,0
"exp2",36,5,4,81,31,2,1,0,100,0,0,0,0,0
"exp2",36,5,5,22,93,30,10,8,40,80,80,0,20,0
"exp2",36,6,1,71,12,79,51,49,100,20,100,60,60,0
"exp2",36,6,2,33,79,12,11,29,40,80,20,20,80,0
"exp2",36,6,3,50,97,41,20,59,60,100,60,80,80,0
"exp2",36,6,4,69,52,69,51,31,100,40,80,80,40,0
"exp2",36,6,5,24,77,13,20,90,40,60,20,40,80,0
"exp2",36,7,1,28,6,78,30,89,40,0,80,40,80,0
"exp2",36,7,2,69,24,78,50,98,100,20,100,60,80,0
"exp2",36,7,3,0,39,78,52,94,0,40,80,100,80,0
"exp2",36,7,4,59,77,85,53,22,60,60,100,60,20,0
"exp2",36,7,5,41,88,50,53,7,60,100,40,60,0,0
"exp2",36,8,1,41,86,27,21,30,100,60,40,100,40,0
"exp2",36,8,2,25,79,19,5,22,40,60,40,0,40,0
"exp2",36,8,3,51,13,15,51,41,100,0,20,60,60,0
"exp2",36,8,4,39,30,45,79,10,60,20,100,80,0,0
"exp2",36,8,5,9,21,6,17,78,20,20,0,20,60,0
"exp2",36,9,1,4,48,80,68,17,0,80,80,80,100,0
"exp2",36,9,2,11,58,70,31,42,0,60,60,40,100,0
"exp2",36,9,3,79,33,59,63,17,60,40,40,60,40,0
"exp2",36,9,4,79,25,10,80,3,100,20,0,100,0,0
"exp2",36,9,5,9,2,4,25,50,20,0,0,20,80,0
"exp2",36,10,1,89,3,94,47,21,80,20,80,80,20,0
"exp2",36,10,2,31,21,70,13,91,40,40,60,0,100,0
"exp2",36,10,3,88,7,11,50,22,80,0,20,80,20,0
"exp2",36,10,4,74,30,78,49,54,60,40,60,40,40,0
"exp2",36,10,5,93,43,91,28,42,100,60,80,20,60,0
"exp2",36,11,1,36,79,78,5,35,40,80,80,20,80,0
"exp2",36,11,2,12,63,78,51,10,20,100,60,60,20,0
"exp2",36,11,3,14,81,2,51,40,20,100,0,60,60,0
"exp2",36,11,4,6,75,3,1,0,0,80,0,0,0,0
"exp2",36,11,5,79,1,30,89,1,100,0,40,80,0,0
"exp2",36,12,1,5,1,90,74,47,0,0,100,60,60,0
"exp2",36,12,2,88,47,10,47,3,100,40,0,40,0,0
"exp2",36,12,3,90,4,2,4,49,100,0,0,0,40,0
"exp2",36,12,4,4,5,63,51,85,0,0,60,60,80,0
"exp2",36,12,5,50,80,50,21,86,60,80,60,20,80,0
"exp2",36,13,1,69,35,11,2,61,60,40,20,0,40,0
"exp2",36,13,2,4,24,81,30,43,0,40,100,40,40,0
"exp2",36,13,3,1,51,74,6,40,0,60,80,0,40,0
"exp2",36,13,4,1,3,3,50,32,0,0,0,40,20,0
"exp2",36,13,5,10,9,3,51,72,0,20,0,80,80,0
"exp2",36,14,1,59,2,4,60,4,60,0,0,60,0,0
"exp2",36,14,2,30,29,87,72,0,20,40,80,100,0,0
"exp2",36,14,3,5,9,27,4,87,0,20,40,20,100,0
"exp2",36,14,4,80,68,52,72,29,100,80,60,100,60,0
"exp2",36,14,5,85,49,1,12,22,100,40,0,20,40,0
"exp2",36,15,1,51,51,30,52,67,60,60,40,0,60,0
"exp2",36,15,2,69,12,87,49,8,60,0,60,40,0,0
"exp2",36,15,3,87,31,17,50,88,80,40,0,60,100,0
"exp2",36,15,4,86,34,90,40,11,100,40,80,40,0,0
"exp2",36,15,5,88,16,11,10,50,80,0,20,0,60,0
"exp2",36,16,1,88,18,2,71,33,80,20,0,80,40,0
"exp2",36,16,2,80,43,69,6,10,80,40,60,0,0,0
"exp2",36,16,3,92,7,75,2,2,100,0,60,0,0,0
"exp2",36,16,4,80,53,93,51,38,80,100,100,100,60,0
"exp2",36,16,5,70,11,60,50,65,80,0,80,80,80,0
"exp2",36,17,1,17,95,11,60,21,0,80,20,80,40,0
"exp2",36,17,2,50,22,50,30,59,40,0,60,100,0,0
"exp2",36,17,3,71,83,63,51,30,100,80,60,80,20,0
"exp2",36,17,4,50,75,51,30,41,80,80,60,100,20,0
"exp2",36,17,5,3,86,47,25,50,0,100,80,60,20,0
"exp2",36,18,1,13,12,24,33,78,40,40,20,80,100,0
"exp2",36,18,2,41,22,49,18,88,80,80,60,40,100,0
"exp2",36,18,3,6,20,3,3,71,20,40,0,20,40,0
"exp2",36,18,4,50,38,71,4,50,100,60,100,20,40,0
"exp2",36,18,5,34,31,79,68,11,40,40,80,100,0,0
"exp2",36,19,1,80,55,89,8,11,100,40,80,0,0,0
"exp2",36,19,2,13,81,44,60,23,20,60,60,100,40,0
"exp2",36,19,3,8,3,8,75,87,20,0,0,100,100,0
"exp2",36,19,4,42,4,77,25,94,60,0,100,20,80,0
"exp2",36,19,5,28,8,34,60,40,20,0,40,60,20,0
"exp2",36,20,1,18,40,15,30,89,100,60,40,60,100,0
"exp2",36,20,2,16,51,27,41,77,20,80,40,60,80,0
"exp2",36,20,3,41,47,31,22,73,100,60,100,40,60,0
"exp2",36,20,4,11,15,8,32,78,20,20,20,60,60,0
"exp2",36,20,5,9,50,54,42,29,20,40,100,60,20,0
"exp2",37,1,1,20,100,100,20,0,20,100,100,20,0,0
"exp2",37,1,2,0,39,20,58,79,0,40,20,60,80,0
"exp2",37,1,3,0,59,78,100,100,0,60,80,100,100,0
"exp2",37,1,4,20,21,0,19,41,20,20,0,20,40,0
"exp2",37,1,5,59,19,0,0,0,60,20,0,0,0,0
"exp2",37,2,1,40,20,78,78,59,40,20,80,80,60,0
"exp2",37,2,2,78,0,21,100,40,80,0,20,100,40,0
"exp2",37,2,3,39,0,20,100,19,40,0,20,100,20,0
"exp2",37,2,4,20,0,100,79,19,20,0,100,80,20,0
"exp2",37,2,5,20,40,0,100,78,20,40,0,100,80,0
"exp2",37,3,1,20,61,19,0,100,20,60,20,0,100,0
"exp2",37,3,2,79,100,100,61,19,80,100,100,60,20,0
"exp2",37,3,3,79,20,39,0,19,80,20,40,0,20,0
"exp2",37,3,4,79,59,20,0,100,80,60,20,0,100,0
"exp2",37,3,5,0,0,20,100,78,0,0,20,100,80,0
"exp2",37,4,1,39,59,20,59,40,40,60,20,60,40,0
"exp2",37,4,2,40,100,0,100,22,40,100,0,100,20,0
"exp2",37,4,3,100,79,100,61,58,100,80,100,60,60,0
"exp2",37,4,4,60,100,21,59,39,60,100,20,60,40,0
"exp2",37,4,5,59,20,20,0,39,60,20,20,0,40,0
"exp2",37,5,1,58,20,79,20,0,60,20,80,20,0,0
"exp2",37,5,2,59,0,0,100,0,60,0,0,100,0,0
"exp2",37,5,3,58,20,100,39,20,60,20,100,40,20,0
"exp2",37,5,4,20,0,0,0,60,20,0,0,0,60,0
"exp2",37,5,5,79,0,60,100,59,80,0,60,100,60,0
"exp2",37,6,1,21,39,100,0,41,20,40,100,0,40,0
"exp2",37,6,2,0,58,78,59,0,0,60,80,60,0,0
"exp2",37,6,3,20,57,0,100,100,20,60,0,100,100,0
"exp2",37,6,4,60,21,100,39,100,60,20,100,40,100,0
"exp2",37,6,5,78,0,77,38,100,80,0,80,40,100,0
"exp2",37,7,1,79,22,100,0,0,80,20,100,0,0,0
"exp2",37,7,2,21,58,0,58,59,20,60,0,60,60,0
"exp2",37,7,3,0,100,79,100,100,0,100,80,100,100,0
"exp2",37,7,4,19,38,20,39,79,20,40,20,40,80,0
"exp2",37,7,5,59,100,58,20,77,60,100,60,20,80,0
"exp2",37,8,1,0,100,20,79,39,0,100,20,80,40,0
"exp2",37,8,2,0,59,38,0,60,0,60,40,0,60,0
"exp2",37,8,3,79,39,58,100,21,80,40,60,100,20,0
"exp2",37,8,4,60,40,39,40,20,60,40,40,40,20,0
"exp2",37,8,5,0,40,77,79,0,0,40,80,80,0,0
"exp2",37,9,1,40,20,20,0,39,40,20,20,0,40,0
"exp2",37,9,2,59,0,0,0,40,60,0,0,0,40,0
"exp2",37,9,3,59,0,39,100,19,60,0,40,100,20,0
"exp2",37,9,4,19,20,100,77,20,20,20,100,80,20,0
"exp2",37,9,5,100,78,58,0,39,100,80,60,0,40,0
"exp2",37,10,1,78,19,20,0,59,80,20,20,0,60,0
"exp2",37,10,2,20,59,100,58,39,20,60,100,60,40,0
"exp2",37,10,3,20,0,0,100,20,20,0,0,100,20,0
"exp2",37,10,4,0,59,58,19,77,0,60,60,20,80,0
"exp2",37,10,5,57,100,100,0,38,60,100,100,0,40,0
"exp2",37,11,1,38,60,39,40,78,40,60,40,40,80,0
"exp2",37,11,2,59,58,38,39,60,60,60,40,40,60,0
"exp2",37,11,3,60,0,0,20,20,60,0,0,20,20,0
"exp2",37,11,4,79,100,78,78,77,80,100,80,80,80,0
"exp2",37,11,5,19,20,79,77,100,20,20,80,80,100,0
"exp2",37,12,1,79,100,0,79,78,80,100,0,80,80,0
"exp2",37,12,2,100,100,20,20,19,100,100,20,20,20,0
"exp2",37,12,3,19,38,78,20,78,20,40,80,20,80,0
"exp2",37,12,4,59,0,100,19,18,60,0,100,20,20,0
"exp2",37,12,5,0,0,20,40,39,0,0,20,40,40,0
"exp2",37,13,1,59,78,100,57,39,60,80,100,60,40,0
"exp2",37,13,2,100,19,20,58,60,100,20,20,60,60,0
"exp2",37,13,3,78,40,39,100,21,80,40,40,100,20,0
"exp2",37,13,4,0,78,19,0,100,0,80,20,0,100,0
"exp2",37,13,5,0,78,21,100,0,0,80,20,100,0,0
"exp2",37,14,1,78,0,20,19,100,80,0,20,20,100,0
"exp2",37,14,2,39,39,79,60,79,40,40,80,60,80,0
"exp2",37,14,3,78,40,0,39,79,80,40,0,40,80,0
"exp2",37,14,4,0,20,0,0,20,0,20,0,0,20,0
"exp2",37,14,5,77,0,19,22,0,80,0,20,20,0,0
"exp2",37,15,1,78,0,40,100,18,80,0,40,100,20,0
"exp2",37,15,2,60,58,20,78,0,60,60,20,80,0,0
"exp2",37,15,3,100,20,0,40,39,100,20,0,40,40,0
"exp2",37,15,4,39,78,18,0,58,40,80,20,0,60,0
"exp2",37,15,5,39,77,59,100,57,40,80,60,100,60,0
"exp2",37,16,1,20,58,38,78,21,20,60,40,80,20,0
"exp2",37,16,2,100,19,100,100,20,100,20,100,100,20,0
"exp2",37,16,3,100,100,100,78,39,100,100,100,80,40,0
"exp2",37,16,4,80,40,60,100,78,80,40,60,100,80,0
"exp2",37,16,5,59,60,20,40,20,60,60,20,40,20,0
"exp2",37,17,1,20,19,100,19,100,20,20,100,20,100,0
"exp2",37,17,2,60,39,59,0,38,60,40,60,0,40,0
"exp2",37,17,3,100,59,39,19,19,100,60,40,20,20,0
"exp2",37,17,4,58,78,79,79,58,60,80,80,80,60,0
"exp2",37,17,5,60,40,78,78,78,60,40,80,80,80,0
"exp2",37,18,1,60,100,0,79,0,60,100,0,80,0,0
"exp2",37,18,2,20,100,77,60,0,20,100,80,60,0,0
"exp2",37,18,3,19,77,0,59,79,20,80,0,60,80,0
"exp2",37,18,4,100,79,20,59,39,100,80,20,60,40,0
"exp2",37,18,5,0,59,19,77,78,0,60,20,80,80,0
"exp2",37,19,1,79,59,20,0,59,80,60,20,0,60,0
"exp2",37,19,2,78,40,100,20,59,80,40,100,20,60,0
"exp2",37,19,3,40,40,100,0,100,40,40,100,0,100,0
"exp2",37,19,4,60,100,78,100,19,60,100,80,100,20,0
"exp2",37,19,5,100,20,40,0,39,100,20,40,0,40,0
"exp2",37,20,1,100,60,20,0,0,100,60,20,0,0,0
"exp2",37,20,2,78,0,78,20,100,80,0,80,20,100,0
"exp2",37,20,3,59,20,79,39,78,60,20,80,40,80,0
"exp2",37,20,4,58,100,78,59,39,60,100,80,60,40,0
"exp2",37,20,5,78,0,78,100,78,80,0,80,100,80,0
"exp2",38,1,1,100,100,39,100,11,80,0,20,40,80,0
"exp2",38,1,2,100,100,6,100,19,20,60,0,100,40,0
"exp2",38,1,3,100,100,100,100,5,60,60,80,40,20,0
"exp2",38,1,4,100,100,100,78,0,80,40,100,20,0,0
"exp2",38,1,5,100,100,3,100,0,80,100,0,40,20,0
"exp2",38,2,1,78,59,30,88,11,0,60,80,40,20,0
"exp2",38,2,2,89,100,11,100,10,0,20,0,0,60,0
"exp2",38,2,3,100,100,100,100,100,60,40,60,40,80,0
"exp2",38,2,4,50,100,89,100,100,0,80,40,80,100,0
"exp2",38,2,5,50,100,100,29,0,0,80,60,0,0,0
"exp2",38,3,1,100,100,100,79,59,40,60,80,0,40,0
"exp2",38,3,2,100,100,78,100,77,80,100,0,100,40,0
"exp2",38,3,3,89,88,100,99,88,60,60,80,0,60,0
"exp2",38,3,4,100,49,40,100,59,40,0,0,100,40,0
"exp2",38,3,5,100,100,88,100,60,100,40,40,100,40,0
"exp2",38,4,1,100,100,89,100,0,0,80,60,60,20,0
"exp2",38,4,2,100,100,100,100,10,100,0,100,60,20,0
"exp2",38,4,3,100,100,100,100,10,40,80,40,100,20,0
"exp2",38,4,4,100,100,100,100,0,20,0,80,20,0,0
"exp2",38,4,5,100,100,100,100,0,20,20,20,40,0,0
"exp2",38,5,1,100,100,100,100,30,20,80,80,40,40,0
"exp2",38,5,2,89,100,41,100,100,60,100,20,100,100,0
"exp2",38,5,3,89,40,100,100,89,20,0,80,40,40,0
"exp2",38,5,4,100,100,90,100,88,80,40,100,60,40,0
"exp2",38,5,5,39,99,78,100,51,20,40,80,100,20,0
"exp2",38,6,1,60,78,100,100,100,20,20,80,100,100,0
"exp2",38,6,2,100,79,100,59,100,80,40,80,0,100,0
"exp2",38,6,3,59,79,59,100,90,20,60,40,20,60,0
"exp2",38,6,4,89,100,0,50,88,60,60,0,0,60,0
"exp2",38,6,5,100,88,100,100,11,80,20,60,40,20,0
"exp2",38,7,1,79,100,78,100,11,0,80,60,80,0,0
"exp2",38,7,2,89,59,100,59,11,60,20,80,0,0,0
"exp2",38,7,3,79,100,79,100,6,20,80,60,0,0,0
"exp2",38,7,4,100,100,100,89,100,60,20,100,0,80,0
"exp2",38,7,5,78,100,21,100,100,0,80,0,80,100,0
"exp2",38,8,1,100,100,100,100,21,80,0,100,80,20,0
"exp2",38,8,2,100,100,10,100,48,100,60,0,80,20,0
"exp2",38,8,3,100,100,100,100,59,20,20,80,40,40,0
"exp2",38,8,4,100,100,89,100,60,80,40,60,0,40,0
"exp2",38,8,5,20,30,40,100,89,0,0,20,20,40,0
"exp2",38,9,1,100,100,100,100,100,100,40,40,80,80,0
"exp2",38,9,2,100,78,80,100,100,80,60,20,80,100,0
"exp2",38,9,3,79,79,89,100,49,40,40,60,40,0,0
"exp2",38,9,4,100,100,60,79,0,100,80,0,60,0,0
"exp2",38,9,5,100,89,59,79,100,80,60,20,40,100,0
"exp2",38,10,1,100,94,90,89,79,20,40,20,40,60,0
"exp2",38,10,2,100,89,100,100,89,80,20,40,100,40,0
"exp2",38,10,3,100,100,79,89,100,100,80,20,100,60,0
"exp2",38,10,4,89,89,89,100,40,0,60,40,20,20,0
"exp2",38,10,5,100,88,80,100,50,60,40,40,80,60,0
"exp2",38,11,1,49,60,100,39,79,0,0,40,0,60,0
"exp2",38,11,2,79,100,100,100,40,20,100,80,100,20,0
"exp2",38,11,3,100,100,79,88,100,100,80,40,60,100,0
"exp2",38,11,4,88,60,79,79,100,60,20,60,20,80,0
